id,Genero,Tipo_Cliente,Edad,Tipo_Viaje,Clase,Distancia_Vuelo,Wifi_a_bordo,Comodidad_Horario,Facilidad_Reserva,Ubicacion_Puerta,Comida_Bebida,Embarque_Online,Comodidad_Asiento,Entretenimiento,Servicio_Abordo,Espacio_Piernas,Manejo_Equipaje,Servicio_Checkin,Servicio_Vuelo,Limpieza,TypeOfTravel_bin,Class_Eco,Class_Eco Plus,Service_Mean,Service_Min,Service_Max,Service_Var,Age_Bin,Distance_Bin,target
295,Female,disloyal Customer,7,Business travel,Eco,3432,2,4,1,4,3,1,2,3,1,4,1,3,2,4,1,True,False,2.5,1,4,1.5,0.0,3.0,1
296,Female,disloyal Customer,72,Personal Travel,Business,887,3,4,5,1,4,4,3,3,4,2,4,5,3,2,0,False,False,3.357142857142857,1,5,1.324175824175824,4.0,0.0,1
297,Male,Loyal Customer,36,Business travel,Eco,1781,3,1,4,4,4,3,1,1,4,1,3,5,3,3,1,True,False,2.857142857142857,1,5,1.8241758241758237,1.0,1.0,1
298,Male,Loyal Customer,9,Business travel,Eco Plus,722,4,1,2,1,4,4,1,4,4,3,1,1,1,2,1,False,True,2.357142857142857,1,4,1.9395604395604396,0.0,0.0,1
299,Female,disloyal Customer,27,Business travel,Business,3941,2,3,1,2,5,2,5,2,1,1,4,2,2,5,1,False,False,2.642857142857143,1,5,2.2472527472527473,1.0,4.0,0
300,Male,Loyal Customer,55,Personal Travel,Eco,3776,3,3,4,5,4,1,3,2,5,1,5,3,5,1,0,True,False,3.2142857142857144,1,5,2.3351648351648353,3.0,3.0,1
301,Male,Loyal Customer,68,Personal Travel,Eco Plus,2672,4,5,3,1,5,2,5,3,4,1,2,4,3,5,0,False,True,3.357142857142857,1,5,2.093406593406593,3.0,2.0,1
302,Male,Loyal Customer,44,Business travel,Eco Plus,3360,2,5,5,5,5,3,2,4,1,4,4,1,3,4,1,False,True,3.4285714285714284,1,5,2.10989010989011,2.0,3.0,1
303,Female,Loyal Customer,21,Business travel,Eco Plus,4812,3,2,1,2,3,3,2,4,4,4,5,4,5,3,1,False,True,3.2142857142857144,1,5,1.4120879120879122,0.0,4.0,0
304,Female,Loyal Customer,58,Business travel,Eco,166,1,2,4,2,1,1,3,4,4,3,1,3,1,1,1,True,False,2.2142857142857144,1,4,1.5659340659340657,3.0,0.0,1
305,Male,Loyal Customer,85,Personal Travel,Eco Plus,4386,5,1,1,4,5,5,2,2,4,3,1,3,2,2,0,False,True,2.857142857142857,1,5,2.2857142857142856,4.0,4.0,1
306,Female,disloyal Customer,52,Business travel,Eco,4716,2,3,3,5,2,4,3,4,1,3,5,3,1,3,1,True,False,3.0,1,5,1.5384615384615385,2.0,4.0,0
307,Female,disloyal Customer,31,Business travel,Business,1240,4,1,2,3,4,4,2,1,5,1,5,3,4,2,1,False,False,2.9285714285714284,1,5,2.0714285714285716,1.0,1.0,0
308,Female,Loyal Customer,27,Business travel,Business,2414,2,1,4,4,2,3,4,5,1,4,2,4,3,4,1,False,False,3.0714285714285716,1,5,1.6098901098901097,1.0,2.0,0
309,Female,Loyal Customer,11,Business travel,Eco,2632,4,3,1,5,4,2,1,4,1,2,1,1,4,1,1,True,False,2.4285714285714284,1,5,2.2637362637362632,0.0,2.0,0
310,Female,disloyal Customer,76,Business travel,Business,3680,2,2,1,1,3,2,4,5,4,1,5,3,3,4,1,False,False,2.857142857142857,1,5,1.9780219780219783,4.0,3.0,1
311,Male,disloyal Customer,53,Personal Travel,Eco,1287,4,3,1,1,5,5,3,2,3,5,3,5,4,4,0,True,False,3.4285714285714284,1,5,1.9560439560439562,2.0,1.0,1
312,Female,Loyal Customer,74,Business travel,Eco,4571,3,4,2,2,1,2,3,4,3,1,3,1,5,4,1,True,False,2.7142857142857144,1,5,1.6043956043956045,4.0,4.0,0
313,Male,disloyal Customer,24,Business travel,Business,4848,1,4,1,3,5,4,4,3,3,4,5,5,3,4,1,False,False,3.5,1,5,1.6538461538461537,1.0,4.0,1
314,Male,disloyal Customer,27,Business travel,Eco,3439,3,4,5,1,4,2,1,2,1,5,2,4,3,2,1,True,False,2.7857142857142856,1,5,2.0274725274725274,1.0,3.0,0
315,Female,Loyal Customer,29,Personal Travel,Eco,648,1,5,5,5,1,5,1,1,4,1,1,3,4,5,0,True,False,3.0,1,5,3.5384615384615383,1.0,0.0,1
316,Male,Loyal Customer,70,Business travel,Business,4187,3,2,1,5,5,4,5,1,3,4,3,1,2,2,1,False,False,2.9285714285714284,1,5,2.2252747252747254,4.0,4.0,0
317,Male,Loyal Customer,73,Personal Travel,Business,172,3,2,5,1,1,2,2,5,2,4,5,3,4,3,0,False,False,3.0,1,5,2.0,4.0,0.0,0
318,Male,Loyal Customer,46,Business travel,Business,298,2,5,4,5,4,4,5,5,2,2,5,3,3,4,1,False,False,3.7857142857142856,2,5,1.412087912087912,2.0,0.0,1
319,Female,Loyal Customer,16,Business travel,Business,3301,5,1,5,5,3,3,1,3,2,1,4,1,3,3,1,False,False,2.857142857142857,1,5,2.2857142857142856,0.0,3.0,1
320,Female,disloyal Customer,58,Business travel,Eco Plus,1881,4,4,1,2,3,3,4,3,5,4,5,3,2,2,1,False,True,3.2142857142857144,1,5,1.4120879120879122,3.0,1.0,0
321,Male,Loyal Customer,78,Business travel,Business,671,4,4,3,3,5,3,2,1,4,3,2,3,1,4,1,False,False,3.0,1,5,1.3846153846153846,4.0,0.0,0
322,Female,Loyal Customer,81,Business travel,Eco,890,4,1,4,2,2,2,4,4,1,4,3,2,2,2,1,True,False,2.642857142857143,1,4,1.324175824175824,4.0,0.0,1
323,Female,Loyal Customer,67,Personal Travel,Business,1738,1,3,2,3,4,5,5,1,1,2,4,2,1,4,0,False,False,2.7142857142857144,1,5,2.21978021978022,3.0,1.0,0
324,Female,Loyal Customer,70,Business travel,Business,1931,4,3,1,5,5,4,3,1,4,4,3,1,3,2,1,False,False,3.0714285714285716,1,5,1.9175824175824174,4.0,1.0,1
325,Female,disloyal Customer,11,Business travel,Eco,1955,4,2,2,3,5,1,4,3,5,1,3,1,5,1,1,True,False,2.857142857142857,1,5,2.4395604395604398,0.0,1.0,1
326,Male,Loyal Customer,59,Business travel,Eco,1274,2,5,3,5,3,3,5,5,4,1,2,3,5,5,1,True,False,3.642857142857143,1,5,1.9395604395604396,3.0,1.0,1
327,Male,Loyal Customer,61,Personal Travel,Business,3840,3,2,2,5,1,3,5,3,5,5,5,5,4,5,0,False,False,3.7857142857142856,1,5,2.0274725274725265,3.0,3.0,1
328,Female,Loyal Customer,43,Personal Travel,Business,3377,4,3,1,2,4,1,5,3,3,1,2,1,2,4,0,False,False,2.5714285714285716,1,5,1.8021978021978018,2.0,3.0,0
329,Female,Loyal Customer,62,Business travel,Business,278,5,1,1,2,1,1,3,3,3,5,5,3,2,1,1,False,False,2.5714285714285716,1,5,2.417582417582418,3.0,0.0,0
330,Male,Loyal Customer,65,Personal Travel,Business,2344,4,2,3,4,4,2,3,1,5,3,4,5,5,3,0,False,False,3.4285714285714284,1,5,1.4945054945054947,3.0,2.0,1
331,Male,Loyal Customer,75,Business travel,Eco,4186,1,4,1,1,2,4,3,4,4,2,2,2,1,1,1,True,False,2.2857142857142856,1,4,1.6043956043956045,4.0,4.0,1
332,Female,Loyal Customer,79,Business travel,Business,834,1,4,3,4,3,3,2,1,3,3,2,1,2,4,1,False,False,2.5714285714285716,1,4,1.1868131868131868,4.0,0.0,1
333,Male,Loyal Customer,65,Personal Travel,Business,898,1,1,3,4,2,5,3,2,4,5,1,3,1,1,0,False,False,2.5714285714285716,1,5,2.2637362637362637,3.0,0.0,1
334,Female,Loyal Customer,8,Personal Travel,Business,887,4,3,1,3,5,2,3,3,3,4,2,2,1,3,0,False,False,2.7857142857142856,1,5,1.2582417582417582,0.0,0.0,0
335,Female,Loyal Customer,71,Business travel,Eco Plus,2895,2,4,5,5,3,2,3,3,4,4,1,4,1,4,1,False,True,3.2142857142857144,1,5,1.7197802197802194,4.0,2.0,1
336,Male,disloyal Customer,66,Business travel,Eco Plus,4404,5,4,3,5,5,5,4,2,4,3,5,2,1,5,1,False,True,3.7857142857142856,1,5,1.8736263736263734,3.0,4.0,0
337,Male,Loyal Customer,57,Business travel,Business,4688,4,5,1,5,2,5,3,3,2,4,5,3,4,1,1,False,False,3.357142857142857,1,5,2.093406593406593,3.0,4.0,1
338,Female,Loyal Customer,36,Personal Travel,Eco,3184,2,2,5,1,4,5,2,3,5,5,5,5,4,5,0,True,False,3.7857142857142856,1,5,2.1813186813186807,1.0,3.0,0
339,Female,Loyal Customer,17,Business travel,Business,3018,2,3,3,3,5,1,5,3,1,2,1,4,5,5,1,False,False,3.0714285714285716,1,5,2.379120879120879,0.0,2.0,1
340,Male,Loyal Customer,82,Business travel,Business,831,4,2,5,3,1,3,4,2,5,1,5,4,4,2,1,False,False,3.2142857142857144,1,5,2.0274725274725274,4.0,0.0,1
341,Female,Loyal Customer,45,Business travel,Eco,1229,4,3,4,5,4,1,1,1,4,5,3,4,2,3,1,True,False,3.142857142857143,1,5,1.978021978021978,2.0,1.0,1
342,Male,Loyal Customer,83,Business travel,Eco Plus,3546,2,4,4,4,4,3,3,3,4,5,2,1,4,1,1,False,True,3.142857142857143,1,5,1.5164835164835162,4.0,3.0,0
343,Female,disloyal Customer,78,Business travel,Eco Plus,1705,2,5,5,1,2,1,5,4,5,1,1,3,2,5,1,False,True,3.0,1,5,3.076923076923077,4.0,1.0,0
344,Male,Loyal Customer,69,Personal Travel,Eco,3878,2,2,3,4,2,4,5,2,4,1,5,4,2,5,0,True,False,3.2142857142857144,1,5,1.8736263736263734,3.0,3.0,1
345,Male,Loyal Customer,70,Business travel,Business,2845,4,4,1,2,3,3,4,5,3,2,3,2,1,3,1,False,False,2.857142857142857,1,5,1.3626373626373627,4.0,2.0,0
346,Male,Loyal Customer,67,Business travel,Eco,3270,2,3,2,3,3,2,1,2,4,2,2,5,5,5,1,True,False,2.9285714285714284,1,5,1.7637362637362637,3.0,3.0,0
347,Female,disloyal Customer,60,Business travel,Business,4789,1,2,1,3,1,3,2,1,5,2,2,3,1,5,1,False,False,2.2857142857142856,1,5,1.9120879120879122,3.0,4.0,1
348,Female,Loyal Customer,79,Personal Travel,Eco,3033,4,2,2,4,4,3,5,2,5,4,5,2,1,5,0,True,False,3.4285714285714284,1,5,1.956043956043956,4.0,2.0,1
349,Male,Loyal Customer,64,Business travel,Business,1315,1,4,2,1,1,3,5,5,5,5,3,1,4,5,1,False,False,3.2142857142857144,1,5,2.9505494505494507,3.0,1.0,1
350,Female,Loyal Customer,62,Business travel,Eco,424,3,2,3,3,1,4,5,4,2,1,1,4,4,2,1,True,False,2.7857142857142856,1,5,1.7197802197802194,3.0,0.0,0
351,Male,Loyal Customer,40,Personal Travel,Business,1950,4,5,5,4,2,1,5,5,2,5,5,2,2,2,0,False,False,3.5,1,5,2.423076923076923,2.0,1.0,1
352,Male,Loyal Customer,37,Personal Travel,Business,1590,3,5,1,1,1,2,4,2,2,5,2,3,4,4,0,False,False,2.7857142857142856,1,5,2.027472527472527,1.0,1.0,1
353,Female,disloyal Customer,58,Personal Travel,Eco Plus,993,2,4,5,4,1,1,1,5,2,2,2,2,4,1,0,False,True,2.5714285714285716,1,5,2.2637362637362637,3.0,0.0,0
354,Female,Loyal Customer,82,Personal Travel,Business,1490,2,3,4,1,5,1,5,2,2,2,2,1,3,3,0,False,False,2.5714285714285716,1,5,1.8021978021978025,4.0,1.0,0
355,Male,Loyal Customer,7,Business travel,Eco,3489,5,4,3,5,3,5,2,4,2,5,5,5,2,4,1,True,False,3.857142857142857,2,5,1.5164835164835166,0.0,3.0,1
356,Female,Loyal Customer,61,Personal Travel,Business,4339,2,5,3,1,3,4,2,4,2,2,4,4,2,2,0,False,False,2.857142857142857,1,5,1.3626373626373627,3.0,4.0,0
357,Female,Loyal Customer,28,Business travel,Business,4579,3,1,4,2,4,5,3,1,5,4,4,3,3,2,1,False,False,3.142857142857143,1,5,1.6703296703296702,1.0,4.0,1
358,Male,Loyal Customer,46,Personal Travel,Business,2363,2,1,1,5,3,4,5,4,1,1,4,4,2,2,0,False,False,2.7857142857142856,1,5,2.335164835164835,2.0,2.0,0
359,Male,Loyal Customer,7,Personal Travel,Business,3532,4,2,4,4,4,1,5,3,2,5,3,4,5,4,0,False,False,3.5714285714285716,1,5,1.4945054945054952,0.0,3.0,1
360,Female,Loyal Customer,71,Personal Travel,Eco,2471,2,2,1,5,5,1,5,5,5,1,5,4,5,2,0,True,False,3.4285714285714284,1,5,3.1868131868131857,4.0,2.0,1
361,Male,Loyal Customer,69,Business travel,Business,3186,5,1,2,5,3,4,5,5,1,4,2,2,3,4,1,False,False,3.2857142857142856,1,5,2.21978021978022,3.0,3.0,1
362,Male,Loyal Customer,60,Business travel,Eco Plus,4412,2,5,3,4,5,1,5,2,2,2,3,2,4,2,1,False,True,3.0,1,5,1.8461538461538463,3.0,4.0,0
363,Female,Loyal Customer,48,Business travel,Eco,1615,3,2,1,4,3,1,2,4,1,3,4,5,5,5,1,True,False,3.0714285714285716,1,5,2.2252747252747254,2.0,1.0,1
364,Male,Loyal Customer,27,Personal Travel,Business,3017,3,4,5,2,3,2,1,1,1,4,1,1,3,5,0,False,False,2.5714285714285716,1,5,2.2637362637362637,1.0,2.0,0
365,Male,Loyal Customer,85,Personal Travel,Eco,2452,2,4,5,4,5,5,1,1,3,3,3,3,5,1,0,True,False,3.2142857142857144,1,5,2.3351648351648353,4.0,2.0,1
366,Female,Loyal Customer,28,Business travel,Eco,1267,3,5,3,3,1,5,3,1,4,1,3,2,1,2,1,True,False,2.642857142857143,1,5,1.9395604395604396,1.0,1.0,1
367,Female,Loyal Customer,44,Business travel,Eco,210,3,2,4,3,1,5,2,3,3,5,5,4,3,1,1,True,False,3.142857142857143,1,5,1.8241758241758244,2.0,0.0,1
368,Male,disloyal Customer,14,Business travel,Business,4427,5,4,4,2,1,3,5,4,1,2,3,1,2,4,1,False,False,2.9285714285714284,1,5,2.0714285714285716,0.0,4.0,0
369,Male,disloyal Customer,68,Personal Travel,Business,3755,4,2,1,1,1,2,1,1,5,4,5,3,5,1,0,False,False,2.5714285714285716,1,5,2.8791208791208787,3.0,3.0,1
370,Female,Loyal Customer,53,Personal Travel,Eco,3893,5,2,4,1,3,5,4,3,2,2,1,3,2,2,0,True,False,2.7857142857142856,1,5,1.7197802197802192,2.0,3.0,1
371,Female,Loyal Customer,23,Business travel,Eco Plus,1855,1,4,3,3,2,5,4,5,4,3,2,3,3,4,1,False,True,3.2857142857142856,1,5,1.2967032967032965,0.0,1.0,0
372,Female,Loyal Customer,23,Business travel,Eco,1677,5,1,1,4,5,2,4,2,2,3,2,3,5,4,1,True,False,3.0714285714285716,1,5,2.0714285714285716,0.0,1.0,0
373,Female,Loyal Customer,19,Personal Travel,Business,1396,2,4,2,2,2,1,5,4,5,5,4,5,2,5,0,False,False,3.4285714285714284,1,5,2.2637362637362632,0.0,1.0,1
374,Male,Loyal Customer,23,Personal Travel,Eco,3874,4,5,4,1,2,5,5,4,4,3,4,3,4,4,0,True,False,3.7142857142857144,1,5,1.2967032967032965,0.0,3.0,1
375,Female,Loyal Customer,44,Business travel,Business,2320,2,3,4,1,4,1,3,5,3,5,1,1,4,4,1,False,False,2.9285714285714284,1,5,2.225274725274726,2.0,2.0,1
376,Female,Loyal Customer,84,Business travel,Business,1072,1,4,1,5,1,5,3,4,1,4,2,2,1,1,1,False,False,2.5,1,5,2.576923076923077,4.0,1.0,0
377,Male,Loyal Customer,51,Business travel,Business,1130,4,2,5,3,3,4,3,4,5,5,4,1,3,4,1,False,False,3.5714285714285716,1,5,1.3406593406593408,2.0,1.0,1
378,Female,Loyal Customer,12,Business travel,Eco,2693,3,2,4,4,1,3,4,4,1,3,3,4,2,3,1,True,False,2.9285714285714284,1,4,1.1483516483516485,0.0,2.0,1
379,Male,Loyal Customer,41,Business travel,Business,4092,5,4,3,2,1,5,5,4,1,1,5,5,1,5,1,False,False,3.357142857142857,1,5,3.1703296703296706,2.0,4.0,1
380,Female,Loyal Customer,20,Business travel,Business,4713,2,3,4,1,2,4,4,3,2,5,4,5,3,5,1,False,False,3.357142857142857,1,5,1.6318681318681318,0.0,4.0,1
381,Female,Loyal Customer,78,Personal Travel,Eco,1013,1,4,2,5,4,2,3,3,5,2,1,4,4,4,0,True,False,3.142857142857143,1,5,1.8241758241758244,4.0,0.0,1
382,Female,Loyal Customer,67,Business travel,Business,2281,3,3,4,3,1,4,5,2,1,1,2,1,2,1,1,False,False,2.357142857142857,1,5,1.7857142857142856,3.0,2.0,1
383,Male,Loyal Customer,21,Personal Travel,Business,3297,5,3,5,3,5,2,2,4,3,5,1,1,5,5,0,False,False,3.5,1,5,2.423076923076923,0.0,3.0,1
384,Male,Loyal Customer,60,Business travel,Business,1562,3,5,4,2,5,5,1,5,4,2,5,4,4,5,1,False,False,3.857142857142857,1,5,1.8241758241758244,3.0,1.0,1
385,Female,Loyal Customer,33,Business travel,Eco Plus,2478,5,2,1,1,1,2,1,1,5,1,5,3,5,3,1,False,True,2.5714285714285716,1,5,3.0329670329670333,1.0,2.0,1
386,Male,Loyal Customer,19,Business travel,Eco,3554,4,2,4,2,2,4,3,2,2,5,1,3,5,4,1,True,False,3.0714285714285716,1,5,1.6098901098901097,0.0,3.0,0
387,Male,Loyal Customer,37,Business travel,Business,3653,3,3,5,2,2,3,4,1,5,4,4,2,2,5,1,False,False,3.2142857142857144,1,5,1.7197802197802194,1.0,3.0,1
388,Male,Loyal Customer,41,Personal Travel,Eco,1407,3,2,1,5,3,1,2,1,2,2,4,1,2,5,0,True,False,2.4285714285714284,1,5,1.9560439560439562,2.0,1.0,0
389,Male,Loyal Customer,66,Personal Travel,Eco,1289,3,1,3,3,4,1,5,4,4,4,2,1,5,5,0,True,False,3.2142857142857144,1,5,2.1813186813186816,3.0,1.0,1
390,Male,Loyal Customer,12,Business travel,Business,787,4,3,1,4,2,3,4,5,3,3,2,4,1,5,1,False,False,3.142857142857143,1,5,1.6703296703296704,0.0,0.0,1
391,Male,disloyal Customer,75,Business travel,Eco,4761,1,2,2,3,3,1,3,1,1,5,3,4,5,1,1,True,False,2.5,1,5,2.1153846153846154,4.0,4.0,0
392,Female,disloyal Customer,64,Personal Travel,Eco,1307,5,1,1,3,5,5,4,1,5,5,3,3,5,2,0,True,False,3.4285714285714284,1,5,2.7252747252747254,3.0,1.0,0
393,Female,Loyal Customer,55,Business travel,Eco,1994,3,5,3,5,5,5,3,2,2,2,2,1,2,3,1,True,False,3.0714285714285716,1,5,1.9175824175824183,3.0,1.0,1
394,Male,Loyal Customer,29,Business travel,Business,1911,4,2,4,4,5,4,1,5,4,5,3,1,3,1,1,False,False,3.2857142857142856,1,5,2.2197802197802194,1.0,1.0,1
395,Female,Loyal Customer,40,Personal Travel,Eco,3283,1,1,1,1,1,4,1,5,1,3,1,5,4,3,0,True,False,2.2857142857142856,1,5,2.6813186813186816,2.0,3.0,1
396,Female,Loyal Customer,32,Business travel,Eco,3897,5,4,1,4,4,2,4,1,4,5,4,2,2,5,1,True,False,3.357142857142857,1,5,2.0934065934065935,1.0,3.0,1
397,Female,disloyal Customer,53,Business travel,Business,1744,4,4,1,1,3,4,2,5,3,1,3,2,1,3,1,False,False,2.642857142857143,1,5,1.7857142857142856,2.0,1.0,0
398,Female,Loyal Customer,11,Business travel,Business,4068,5,1,1,4,4,5,5,2,1,4,3,3,4,4,1,False,False,3.2857142857142856,1,5,2.21978021978022,0.0,4.0,1
399,Male,Loyal Customer,26,Personal Travel,Business,2816,3,3,3,2,1,4,3,2,1,3,1,1,2,4,0,False,False,2.357142857142857,1,4,1.1703296703296702,1.0,2.0,1
400,Female,Loyal Customer,12,Business travel,Business,290,1,3,5,4,3,1,5,2,1,3,5,5,2,2,1,False,False,3.0,1,5,2.4615384615384617,0.0,0.0,1
401,Female,Loyal Customer,76,Business travel,Eco,1435,4,2,5,5,3,2,1,4,2,4,2,1,3,2,1,True,False,2.857142857142857,1,5,1.8241758241758244,4.0,1.0,1
402,Male,Loyal Customer,65,Personal Travel,Business,4903,1,4,1,1,2,2,2,1,1,4,1,4,1,3,0,False,False,2.0,1,4,1.5384615384615385,3.0,4.0,0
403,Male,Loyal Customer,70,Business travel,Business,3206,3,3,3,3,4,5,2,5,4,3,5,3,1,1,1,False,False,3.2142857142857144,1,5,1.71978021978022,4.0,3.0,0
404,Female,Loyal Customer,24,Personal Travel,Eco,478,1,3,3,5,4,4,5,2,2,4,1,2,2,1,0,True,False,2.7857142857142856,1,5,2.027472527472527,1.0,0.0,1
405,Female,disloyal Customer,10,Business travel,Business,4582,1,4,1,1,2,1,1,1,1,2,4,1,3,5,1,False,False,2.0,1,5,2.0,0.0,4.0,0
406,Female,disloyal Customer,23,Personal Travel,Eco Plus,3929,2,5,2,1,5,4,5,1,4,4,1,3,2,1,0,False,True,2.857142857142857,1,5,2.5934065934065935,0.0,4.0,1
407,Female,Loyal Customer,20,Business travel,Business,715,1,3,1,3,1,3,4,4,4,1,1,2,5,2,1,False,False,2.5,1,5,1.9615384615384615,0.0,0.0,0
408,Female,Loyal Customer,84,Business travel,Business,2430,5,1,2,2,4,4,2,5,5,1,4,1,5,1,1,False,False,3.0,1,5,2.923076923076923,4.0,2.0,1
409,Female,Loyal Customer,19,Business travel,Business,1854,4,2,1,5,2,5,2,5,4,2,2,5,3,5,1,False,False,3.357142857142857,1,5,2.2472527472527473,0.0,1.0,0
410,Male,Loyal Customer,13,Business travel,Business,563,2,3,2,3,3,4,4,2,3,4,5,3,2,4,1,False,False,3.142857142857143,2,5,0.901098901098901,0.0,0.0,0
411,Female,Loyal Customer,50,Personal Travel,Business,1066,4,3,2,3,2,2,1,2,1,1,3,1,3,1,0,False,False,2.0714285714285716,1,4,0.9945054945054943,2.0,1.0,1
412,Female,Loyal Customer,21,Personal Travel,Eco,4367,4,5,1,2,5,1,2,1,1,5,2,2,2,1,0,True,False,2.4285714285714284,1,5,2.5714285714285716,0.0,4.0,0
413,Male,Loyal Customer,25,Business travel,Eco Plus,3258,3,1,2,5,1,5,3,5,1,4,1,2,2,2,1,False,True,2.642857142857143,1,5,2.401098901098901,1.0,3.0,1
414,Male,Loyal Customer,69,Business travel,Business,3724,3,2,4,3,5,3,3,5,4,2,3,5,5,3,1,False,False,3.5714285714285716,2,5,1.186813186813187,3.0,3.0,1
415,Male,Loyal Customer,41,Personal Travel,Eco,789,2,3,5,2,3,1,1,2,4,4,4,3,4,4,0,True,False,3.0,1,5,1.5384615384615385,2.0,0.0,1
416,Male,Loyal Customer,41,Personal Travel,Eco,2722,3,2,3,5,3,1,4,3,1,3,2,3,1,3,0,True,False,2.642857142857143,1,5,1.324175824175824,2.0,2.0,0
417,Female,disloyal Customer,25,Business travel,Eco,2312,3,4,2,4,3,2,5,1,2,3,5,1,1,5,1,True,False,2.9285714285714284,1,5,2.2252747252747254,1.0,2.0,0
418,Female,Loyal Customer,26,Business travel,Business,482,3,3,2,1,3,2,1,5,2,1,2,2,3,5,1,False,False,2.5,1,5,1.6538461538461537,1.0,0.0,1
419,Female,Loyal Customer,41,Business travel,Business,2356,4,3,3,2,2,2,5,4,3,3,2,2,1,3,1,False,False,2.7857142857142856,1,5,1.1043956043956045,2.0,2.0,0
420,Female,disloyal Customer,38,Business travel,Business,3910,2,4,2,1,3,5,1,4,5,2,3,5,5,2,1,False,False,3.142857142857143,1,5,2.285714285714286,1.0,4.0,0
421,Female,Loyal Customer,54,Business travel,Eco,3603,4,5,3,4,3,4,3,3,3,1,4,5,4,2,1,True,False,3.4285714285714284,1,5,1.1868131868131868,2.0,3.0,0
422,Female,disloyal Customer,50,Business travel,Eco,1512,5,3,1,3,2,1,4,2,1,2,4,3,2,2,1,True,False,2.5,1,5,1.5,2.0,1.0,0
423,Male,Loyal Customer,30,Business travel,Business,1683,4,2,4,3,3,4,3,2,1,2,2,2,2,4,1,False,False,2.7142857142857144,1,4,0.9890109890109888,1.0,1.0,1
424,Female,Loyal Customer,67,Personal Travel,Business,471,5,1,4,5,5,4,4,2,1,3,4,1,5,5,0,False,False,3.5,1,5,2.576923076923077,3.0,0.0,1
425,Male,Loyal Customer,23,Business travel,Eco Plus,710,1,2,5,2,5,2,5,4,5,3,3,4,1,5,1,False,True,3.357142857142857,1,5,2.401098901098901,0.0,0.0,0
426,Male,Loyal Customer,77,Business travel,Eco,215,1,5,2,2,4,4,1,2,4,2,3,1,2,5,1,True,False,2.7142857142857144,1,5,2.0659340659340657,4.0,0.0,1
427,Female,Loyal Customer,56,Business travel,Eco Plus,546,5,1,5,5,5,1,2,4,5,3,5,5,1,4,1,False,True,3.642857142857143,1,5,2.8626373626373627,3.0,0.0,0
428,Male,Loyal Customer,71,Business travel,Eco,1491,5,2,1,1,1,1,2,3,3,3,4,1,5,5,1,True,False,2.642857142857143,1,5,2.554945054945055,4.0,1.0,1
429,Female,Loyal Customer,38,Business travel,Business,3424,4,2,4,3,1,3,4,1,4,3,5,2,2,3,1,False,False,2.9285714285714284,1,5,1.456043956043956,1.0,3.0,0
430,Male,Loyal Customer,42,Business travel,Eco,1440,5,4,1,3,1,5,4,5,4,4,1,3,3,1,1,True,False,3.142857142857143,1,5,2.4395604395604398,2.0,1.0,0
431,Female,disloyal Customer,19,Business travel,Eco,4610,2,5,1,2,2,4,3,3,3,2,3,4,4,4,1,True,False,3.0,1,5,1.2307692307692308,0.0,4.0,1
432,Male,disloyal Customer,76,Business travel,Business,3039,1,4,2,2,5,5,2,4,4,5,2,3,1,1,1,False,False,2.9285714285714284,1,5,2.379120879120879,4.0,3.0,0
433,Female,Loyal Customer,64,Business travel,Eco,3799,1,1,1,5,1,5,3,3,2,2,3,4,1,3,1,True,False,2.5,1,5,2.1153846153846154,3.0,3.0,1
434,Female,Loyal Customer,20,Business travel,Eco,1173,5,4,4,4,4,5,5,5,3,1,1,4,1,2,1,True,False,3.4285714285714284,1,5,2.417582417582418,0.0,1.0,1
435,Female,Loyal Customer,43,Personal Travel,Business,4913,3,5,5,1,2,5,2,1,3,3,2,2,1,2,0,False,False,2.642857142857143,1,5,2.093406593406593,2.0,4.0,1
436,Female,Loyal Customer,85,Business travel,Eco,3669,3,3,4,4,4,1,5,5,2,3,4,2,5,2,1,True,False,3.357142857142857,1,5,1.6318681318681318,4.0,3.0,1
437,Female,disloyal Customer,74,Personal Travel,Eco,3250,5,3,2,4,5,4,1,4,5,5,4,5,5,4,0,True,False,4.0,1,5,1.5384615384615385,4.0,3.0,0
438,Male,Loyal Customer,46,Business travel,Eco Plus,1705,2,1,4,2,3,3,3,5,5,1,3,5,5,2,1,False,True,3.142857142857143,1,5,2.131868131868132,2.0,1.0,1
439,Male,Loyal Customer,65,Business travel,Business,4757,3,3,3,2,4,5,4,3,5,4,2,4,5,4,1,False,False,3.642857142857143,2,5,1.0164835164835162,3.0,4.0,0
440,Male,Loyal Customer,22,Business travel,Business,2394,5,4,5,2,3,3,2,2,4,2,2,5,2,4,1,False,False,3.2142857142857144,2,5,1.565934065934066,0.0,2.0,1
441,Female,Loyal Customer,68,Business travel,Eco,3762,2,1,3,4,2,1,3,3,2,4,5,2,5,1,1,True,False,2.7142857142857144,1,5,1.912087912087912,3.0,3.0,1
442,Male,Loyal Customer,10,Personal Travel,Business,4582,2,5,3,1,4,1,4,4,3,1,1,5,2,2,0,False,False,2.7142857142857144,1,5,2.2197802197802194,0.0,4.0,1
443,Female,disloyal Customer,51,Personal Travel,Eco,4897,4,1,2,2,4,2,1,1,3,5,4,4,3,5,0,True,False,2.9285714285714284,1,5,2.0714285714285716,2.0,4.0,1
